WKT,InputID,TargetID,Distance
"MULTIPOINT ((-71.501471 -35.828368),(-71.446951 -35.383887))",PELARCO,VARA GRUESA,49562.7360568619
"MULTIPOINT ((-71.684715 -35.848055),(-71.446951 -35.383887))",PELARCO,LAS OBRAS,55823.8014445851
"MULTIPOINT ((-71.446951 -35.383887),(-71.405305 -35.695857))",PELARCO,COLBUN,34818.6500616773
"MULTIPOINT ((-71.446951 -35.383887),(-71.417421 -35.760219))",PELARCO,PANIMAVIDA,41840.161599484
"MULTIPOINT ((-71.683957 -35.966937),(-71.446951 -35.383887))",PELARCO,LONGAVI,68156.5692291725
"MULTIPOINT ((-71.826312 -36.146395),(-71.446951 -35.383887))",PELARCO,PARRAL,91294.2591790007
"MULTIPOINT ((-71.760435 -36.052501),(-71.446951 -35.383887))",PELARCO,RETIRO,79422.9607285778
"MULTIPOINT ((-71.802082 -36.092633),(-71.446951 -35.383887))",PELARCO,COPIHUE,84946.9899915155
"MULTIPOINT ((-71.73204 -35.592498),(-71.446951 -35.383887))",PELARCO,SAN JAVIER,34712.3262500827
"MULTIPOINT ((-71.699102 -35.561074),(-71.446951 -35.383887))",PELARCO,BOBADILLA,30169.5706138604
"MULTIPOINT ((-71.744913 -35.674655),(-71.446951 -35.383887))",PELARCO,VILLA ALEGRE,42083.92159165
"MULTIPOINT ((-71.590064 -35.752269),(-71.446951 -35.383887))",PELARCO,YERBAS BUENAS,42881.9555940239
"MULTIPOINT ((-71.807382 -35.392217),(-71.661999 -35.432349))",PENCAHUE,TALCA,13935.315823562
"MULTIPOINT ((-71.807382 -35.392217),(-71.596878 -35.366472))",PENCAHUE,PANGUILEMO,19339.5103764808
"MULTIPOINT ((-71.807382 -35.392217),(-71.564319 -35.447493))",PENCAHUE,HUILQUILEMU,22910.8983420553
"MULTIPOINT ((-72.412391 -35.335426),(-71.807382 -35.392217))",PENCAHUE,CONSTITUCION,55344.3327339119
"MULTIPOINT ((-72.333641 -35.427048),(-71.807382 -35.392217))",PENCAHUE,SANTA OLGA,47956.473937695
"MULTIPOINT ((-72.494926 -35.469452),(-71.807382 -35.392217))",PENCAHUE,LOS PELLINES,63019.0563631168
"MULTIPOINT ((-72.020157 -35.096149),(-71.807382 -35.392217))",PENCAHUE,CUREPTO,38131.116341066
"MULTIPOINT ((-72.281394 -35.592119),(-71.807382 -35.392217))",PENCAHUE,EMPEDRADO,48392.6400282428
"MULTIPOINT ((-71.807382 -35.392217),(-71.695315 -35.520942))",PENCAHUE,MAULE,17534.7508611301
"MULTIPOINT ((-71.807382 -35.392217),(-71.692287 -35.458094))",PENCAHUE,CULENAR,12754.1624857878
"MULTIPOINT ((-71.807382 -35.392217),(-71.702888 -35.449764))",PENCAHUE,VILLA FRANCIA,11437.8358826854
"MULTIPOINT ((-71.807382 -35.392217),(-71.688501 -35.498226))",PENCAHUE,CHACARILLAS,15963.3977257454
"MULTIPOINT ((-71.807382 -35.392217),(-71.446951 -35.383887))",PENCAHUE,PELARCO,32760.0162103143
"MULTIPOINT ((-71.807382 -35.392217),(-71.256893 -35.281664))",PENCAHUE,CUMPEO,51527.3016671452
"MULTIPOINT ((-71.807382 -35.392217),(-71.487841 -35.534572))",PENCAHUE,SAN CLEMENTE,33026.326470266
"MULTIPOINT ((-71.807382 -35.392217),(-71.523429 -35.309681))",PENCAHUE,SAN RAFAEL,27386.6442411127
"MULTIPOINT ((-72.320012 -35.966937),(-71.807382 -35.392217))",PENCAHUE,CAUQUENES,78865.5184043397
"MULTIPOINT ((-72.534301 -35.737503),(-71.807382 -35.392217))",PENCAHUE,CHANCO,76225.8485486102
"MULTIPOINT ((-72.576705 -35.815496),(-71.807382 -35.392217))",PENCAHUE,PELLUHUE,84053.6093779675
"MULTIPOINT ((-72.708459 -35.937406),(-71.807382 -35.392217))",PENCAHUE,QUILICURA,101564.298281198
"MULTIPOINT ((-71.807382 -35.392217),(-71.240234 -34.978782))",PENCAHUE,CURICO,69081.6364618034
"MULTIPOINT ((-71.807382 -35.392217),(-71.197073 -34.940164))",PENCAHUE,SARMIENTO,74877.8797599968
"MULTIPOINT ((-71.807382 -35.392217),(-71.331099 -34.936378))",PENCAHUE,VILLA LOS NICHES,66636.320657026
"MULTIPOINT ((-71.807382 -35.392217),(-71.10015 -34.96288))",PENCAHUE,SAN ALBERTO,80118.5526635562
"MULTIPOINT ((-71.807382 -35.392217),(-71.803596 -34.974238))",PENCAHUE,HUALA�E,46373.5172935443
"MULTIPOINT ((-71.984569 -34.984839),(-71.807382 -35.392217))",PENCAHUE,LICANTEN,47990.8469045062
"MULTIPOINT ((-72.186743 -34.946222),(-71.807382 -35.392217))",PENCAHUE,ILOCA,60354.4591088536
"MULTIPOINT ((-71.807382 -35.392217),(-71.283395 -35.115836))",PENCAHUE,MOLINA,56693.2190119505
"MULTIPOINT ((-71.807382 -35.392217),(-71.358358 -35.137795))",PENCAHUE,ITAHUE UNO,49660.1095072769
"MULTIPOINT ((-71.807382 -35.392217),(-71.318226 -34.924263))",PENCAHUE,RAUCO,68422.1752733246
"MULTIPOINT ((-71.807382 -35.392217),(-71.133468 -34.961366))",PENCAHUE,ROMERAL,77802.7187125272
"MULTIPOINT ((-71.807382 -35.392217),(-71.332613 -35.004527))",PENCAHUE,SAGRADA  FAMILIA,60986.5036079828
"MULTIPOINT ((-71.807382 -35.392217),(-71.606722 -35.090848))",PENCAHUE,VILLA PRAT,38098.4619056943
"MULTIPOINT ((-71.807382 -35.392217),(-71.166785 -34.871258))",PENCAHUE,TENO,82153.5633962099
"MULTIPOINT ((-72.082248 -34.762977),(-71.807382 -35.392217))",PENCAHUE,LLICO,74173.5825526147
"MULTIPOINT ((-71.993655 -34.881859),(-71.807382 -35.392217))",PENCAHUE,LAGO VICHUQUEN,59110.8007958771
"MULTIPOINT ((-71.807382 -35.392217),(-71.590821 -35.84957))",PENCAHUE,LINARES,54404.7317080882
"MULTIPOINT ((-71.807382 -35.392217),(-71.501471 -35.828368))",PENCAHUE,VARA GRUESA,55767.2774284071
"MULTIPOINT ((-71.807382 -35.392217),(-71.684715 -35.848055))",PENCAHUE,LAS OBRAS,51782.6191777581
"MULTIPOINT ((-71.807382 -35.392217),(-71.405305 -35.695857))",PENCAHUE,COLBUN,49641.6473378843
"MULTIPOINT ((-71.807382 -35.392217),(-71.417421 -35.760219))",PENCAHUE,PANIMAVIDA,54005.0046533097
"MULTIPOINT ((-71.807382 -35.392217),(-71.683957 -35.966937))",PENCAHUE,LONGAVI,64738.4271089646
"MULTIPOINT ((-71.826312 -36.146395),(-71.807382 -35.392217))",PENCAHUE,PARRAL,83697.1256743134
"MULTIPOINT ((-71.807382 -35.392217),(-71.760435 -36.052501))",PENCAHUE,RETIRO,73384.0974684135
"MULTIPOINT ((-71.807382 -35.392217),(-71.802082 -36.092633))",PENCAHUE,COPIHUE,77715.6019651916
"MULTIPOINT ((-71.807382 -35.392217),(-71.73204 -35.592498))",PENCAHUE,SAN JAVIER,23248.9418687641
"MULTIPOINT ((-71.807382 -35.392217),(-71.699102 -35.561074))",PENCAHUE,BOBADILLA,21155.4793960873
"MULTIPOINT ((-71.807382 -35.392217),(-71.744913 -35.674655))",PENCAHUE,VILLA ALEGRE,31844.6152273362
"MULTIPOINT ((-71.807382 -35.392217),(-71.590064 -35.752269))",PENCAHUE,YERBAS BUENAS,44541.228387809
"MULTIPOINT ((-71.661999 -35.432349),(-71.256893 -35.281664))",CUMPEO,TALCA,40437.6763910593
"MULTIPOINT ((-71.596878 -35.366472),(-71.256893 -35.281664))",CUMPEO,PANGUILEMO,32313.9372146332
"MULTIPOINT ((-71.564319 -35.447493),(-71.256893 -35.281664))",CUMPEO,HUILQUILEMU,33452.9458778156
"MULTIPOINT ((-72.412391 -35.335426),(-71.256893 -35.281664))",CUMPEO,CONSTITUCION,105254.349540721
"MULTIPOINT ((-72.333641 -35.427048),(-71.256893 -35.281664))",CUMPEO,SANTA OLGA,99188.4753760331
"MULTIPOINT ((-72.494926 -35.469452),(-71.256893 -35.281664))",CUMPEO,LOS PELLINES,114411.11314446
"MULTIPOINT ((-72.020157 -35.096149),(-71.256893 -35.281664))",CUMPEO,CUREPTO,72499.0616078887
"MULTIPOINT ((-72.281394 -35.592119),(-71.256893 -35.281664))",CUMPEO,EMPEDRADO,99196.5043379457
"MULTIPOINT ((-71.695315 -35.520942),(-71.256893 -35.281664))",CUMPEO,MAULE,47863.2958705325
"MULTIPOINT ((-71.692287 -35.458094),(-71.256893 -35.281664))",CUMPEO,CULENAR,44143.7652081657
"MULTIPOINT ((-71.702888 -35.449764),(-71.256893 -35.281664))",CUMPEO,VILLA FRANCIA,44616.9926484942
"MULTIPOINT ((-71.688501 -35.498226),(-71.256893 -35.281664))",CUMPEO,CHACARILLAS,45988.4998281953
"MULTIPOINT ((-71.446951 -35.383887),(-71.256893 -35.281664))",CUMPEO,PELARCO,20668.971751294
"MULTIPOINT ((-71.807382 -35.392217),(-71.256893 -35.281664))",CUMPEO,PENCAHUE,51527.3016671452
"MULTIPOINT ((-71.487841 -35.534572),(-71.256893 -35.281664))",CUMPEO,SAN CLEMENTE,35034.2994980098
"MULTIPOINT ((-71.523429 -35.309681),(-71.256893 -35.281664))",CUMPEO,SAN RAFAEL,24442.183207014
"MULTIPOINT ((-72.320012 -35.966937),(-71.256893 -35.281664))",CUMPEO,CAUQUENES,122701.510177866
"MULTIPOINT ((-72.534301 -35.737503),(-71.256893 -35.281664))",CUMPEO,CHANCO,126438.738763652
"MULTIPOINT ((-72.576705 -35.815496),(-71.256893 -35.281664))",CUMPEO,PELLUHUE,133526.660848949
"MULTIPOINT ((-72.708459 -35.937406),(-71.256893 -35.281664))",CUMPEO,QUILICURA,150300.667531743
"MULTIPOINT ((-71.256893 -35.281664),(-71.240234 -34.978782))",CUMPEO,CURICO,33636.9124598361
"MULTIPOINT ((-71.256893 -35.281664),(-71.197073 -34.940164))",CUMPEO,SARMIENTO,38277.375277834
"MULTIPOINT ((-71.331099 -34.936378),(-71.256893 -35.281664))",CUMPEO,VILLA LOS NICHES,38899.6991732005
"MULTIPOINT ((-71.256893 -35.281664),(-71.10015 -34.96288))",CUMPEO,SAN ALBERTO,38143.6815499168
"MULTIPOINT ((-71.803596 -34.974238),(-71.256893 -35.281664))",CUMPEO,HUALA�E,60384.1692096479
"MULTIPOINT ((-71.984569 -34.984839),(-71.256893 -35.281664))",CUMPEO,LICANTEN,74045.7434289006
"MULTIPOINT ((-72.186743 -34.946222),(-71.256893 -35.281664))",CUMPEO,ILOCA,92575.3445201868
"MULTIPOINT ((-71.283395 -35.115836),(-71.256893 -35.281664))",CUMPEO,MOLINA,18555.284143226
"MULTIPOINT ((-71.358358 -35.137795),(-71.256893 -35.281664))",CUMPEO,ITAHUE UNO,18442.4693258925
"MULTIPOINT ((-71.318226 -34.924263),(-71.256893 -35.281664))",CUMPEO,RAUCO,40043.3178267392
"MULTIPOINT ((-71.256893 -35.281664),(-71.133468 -34.961366))",CUMPEO,ROMERAL,37273.2246030496
"MULTIPOINT ((-71.332613 -35.004527),(-71.256893 -35.281664))",CUMPEO,SAGRADA  FAMILIA,31511.2489792711
"MULTIPOINT ((-71.606722 -35.090848),(-71.256893 -35.281664))",CUMPEO,VILLA PRAT,38254.3257060266
"MULTIPOINT ((-71.256893 -35.281664),(-71.166785 -34.871258))",CUMPEO,TENO,46266.9647232018
"MULTIPOINT ((-72.082248 -34.762977),(-71.256893 -35.281664))",CUMPEO,LLICO,94788.9801431581
"MULTIPOINT ((-71.993655 -34.881859),(-71.256893 -35.281664))",CUMPEO,LAGO VICHUQUEN,80510.2817381401
"MULTIPOINT ((-71.590821 -35.84957),(-71.256893 -35.281664))",CUMPEO,LINARES,69904.3987471699
"MULTIPOINT ((-71.501471 -35.828368),(-71.256893 -35.281664))",CUMPEO,VARA GRUESA,64583.5343596568
"MULTIPOINT ((-71.684715 -35.848055),(-71.256893 -35.281664))",CUMPEO,LAS OBRAS,73846.4429550217
"MULTIPOINT ((-71.405305 -35.695857),(-71.256893 -35.281664))",CUMPEO,COLBUN,47887.1830220067
"MULTIPOINT ((-71.417421 -35.760219),(-71.256893 -35.281664))",CUMPEO,PANIMAVIDA,55056.0889919908
"MULTIPOINT ((-71.683957 -35.966937),(-71.256893 -35.281664))",CUMPEO,LONGAVI,85308.8857215259
"MULTIPOINT ((-71.826312 -36.146395),(-71.256893 -35.281664))",CUMPEO,PARRAL,108904.638507124
"MULTIPOINT ((-71.760435 -36.052501),(-71.256893 -35.281664))",CUMPEO,RETIRO,96918.8873027871
"MULTIPOINT ((-71.802082 -36.092633),(-71.256893 -35.281664))",CUMPEO,COPIHUE,102623.641822813
"MULTIPOINT ((-71.73204 -35.592498),(-71.256893 -35.281664))",CUMPEO,SAN JAVIER,55232.8017521274
"MULTIPOINT ((-71.699102 -35.561074),(-71.256893 -35.281664))",CUMPEO,BOBADILLA,50733.1494709872
"MULTIPOINT ((-71.744913 -35.674655),(-71.256893 -35.281664))",CUMPEO,VILLA ALEGRE,62150.6291341646
"MULTIPOINT ((-71.590064 -35.752269),(-71.256893 -35.281664))",CUMPEO,YERBAS BUENAS,60329.2992122792
"MULTIPOINT ((-71.661999 -35.432349),(-71.487841 -35.534572))",SAN CLEMENTE,TALCA,19452.8449628069
"MULTIPOINT ((-71.596878 -35.366472),(-71.487841 -35.534572))",SAN CLEMENTE,PANGUILEMO,21114.6797476006
"MULTIPOINT ((-71.564319 -35.447493),(-71.487841 -35.534572))",SAN CLEMENTE,HUILQUILEMU,11895.3735732229
"MULTIPOINT ((-72.412391 -35.335426),(-71.487841 -35.534572))",SAN CLEMENTE,CONSTITUCION,86809.8658034371
"MULTIPOINT ((-72.333641 -35.427048),(-71.487841 -35.534572))",SAN CLEMENTE,SANTA OLGA,77678.4430231757
"MULTIPOINT ((-72.494926 -35.469452),(-71.487841 -35.534572))",SAN CLEMENTE,LOS PELLINES,91654.7369785994
"MULTIPOINT ((-72.020157 -35.096149),(-71.487841 -35.534572))",SAN CLEMENTE,CUREPTO,68623.5427428173
"MULTIPOINT ((-72.281394 -35.592119),(-71.487841 -35.534572))",SAN CLEMENTE,EMPEDRADO,72224.5847492922
"MULTIPOINT ((-71.695315 -35.520942),(-71.487841 -35.534572))",SAN CLEMENTE,MAULE,18878.1757482592
"MULTIPOINT ((-71.692287 -35.458094),(-71.487841 -35.534572))",SAN CLEMENTE,CULENAR,20398.6497009766
"MULTIPOINT ((-71.702888 -35.449764),(-71.487841 -35.534572))",SAN CLEMENTE,VILLA FRANCIA,21663.1724780705
"MULTIPOINT ((-71.688501 -35.498226),(-71.487841 -35.534572))",SAN CLEMENTE,CHACARILLAS,18643.4059668251
"MULTIPOINT ((-71.487841 -35.534572),(-71.446951 -35.383887))",SAN CLEMENTE,PELARCO,17125.4401177733
"MULTIPOINT ((-71.807382 -35.392217),(-71.487841 -35.534572))",SAN CLEMENTE,PENCAHUE,33026.3264702662
"MULTIPOINT ((-71.487841 -35.534572),(-71.256893 -35.281664))",SAN CLEMENTE,CUMPEO,35034.2994980096
"MULTIPOINT ((-71.523429 -35.309681),(-71.487841 -35.534572))",SAN CLEMENTE,SAN RAFAEL,25159.7316840796
"MULTIPOINT ((-72.320012 -35.966937),(-71.487841 -35.534572))",SAN CLEMENTE,CAUQUENES,89254.7298938035
"MULTIPOINT ((-72.534301 -35.737503),(-71.487841 -35.534572))",SAN CLEMENTE,CHANCO,97421.3286434536
"MULTIPOINT ((-72.576705 -35.815496),(-71.487841 -35.534572))",SAN CLEMENTE,PELLUHUE,103386.857402107
"MULTIPOINT ((-72.708459 -35.937406),(-71.487841 -35.534572))",SAN CLEMENTE,QUILICURA,119122.912945131
"MULTIPOINT ((-71.487841 -35.534572),(-71.240234 -34.978782))",SAN CLEMENTE,CURICO,65650.229739107
"MULTIPOINT ((-71.487841 -35.534572),(-71.197073 -34.940164))",SAN CLEMENTE,SARMIENTO,71059.2938069044
"MULTIPOINT ((-71.487841 -35.534572),(-71.331099 -34.936378))",SAN CLEMENTE,VILLA LOS NICHES,67882.8469607051
"MULTIPOINT ((-71.487841 -35.534572),(-71.10015 -34.96288))",SAN CLEMENTE,SAN ALBERTO,72580.0240529539
"MULTIPOINT ((-71.803596 -34.974238),(-71.487841 -35.534572))",SAN CLEMENTE,HUALA�E,68486.1643593348
"MULTIPOINT ((-71.984569 -34.984839),(-71.487841 -35.534572))",SAN CLEMENTE,LICANTEN,75914.1912714178
"MULTIPOINT ((-72.186743 -34.946222),(-71.487841 -35.534572))",SAN CLEMENTE,ILOCA,91145.1309619026
"MULTIPOINT ((-71.487841 -35.534572),(-71.283395 -35.115836))",SAN CLEMENTE,MOLINA,50038.4066755081
"MULTIPOINT ((-71.487841 -35.534572),(-71.358358 -35.137795))",SAN CLEMENTE,ITAHUE UNO,45567.8685779153
"MULTIPOINT ((-71.487841 -35.534572),(-71.318226 -34.924263))",SAN CLEMENTE,RAUCO,69448.7501011258
"MULTIPOINT ((-71.487841 -35.534572),(-71.133468 -34.961366))",SAN CLEMENTE,ROMERAL,71305.1796182167
"MULTIPOINT ((-71.487841 -35.534572),(-71.332613 -35.004527))",SAN CLEMENTE,SAGRADA  FAMILIA,60478.4198182508
"MULTIPOINT ((-71.606722 -35.090848),(-71.487841 -35.534572))",SAN CLEMENTE,VILLA PRAT,50402.6153950197
"MULTIPOINT ((-71.487841 -35.534572),(-71.166785 -34.871258))",SAN CLEMENTE,TENO,79185.5117281451
"MULTIPOINT ((-72.082248 -34.762977),(-71.487841 -35.534572))",SAN CLEMENTE,LLICO,101299.246820901
"MULTIPOINT ((-71.993655 -34.881859),(-71.487841 -35.534572))",SAN CLEMENTE,LAGO VICHUQUEN,85820.4384452134
"MULTIPOINT ((-71.590821 -35.84957),(-71.487841 -35.534572))",SAN CLEMENTE,LINARES,36171.6480093075
"MULTIPOINT ((-71.501471 -35.828368),(-71.487841 -35.534572))",SAN CLEMENTE,VARA GRUESA,32620.9221160974
"MULTIPOINT ((-71.684715 -35.848055),(-71.487841 -35.534572))",SAN CLEMENTE,LAS OBRAS,39081.0536989597
"MULTIPOINT ((-71.487841 -35.534572),(-71.405305 -35.695857))",SAN CLEMENTE,COLBUN,19394.4045147568
"MULTIPOINT ((-71.487841 -35.534572),(-71.417421 -35.760219))",SAN CLEMENTE,PANIMAVIDA,25835.5954768569
"MULTIPOINT ((-71.683957 -35.966937),(-71.487841 -35.534572))",SAN CLEMENTE,LONGAVI,51147.0650095978
"MULTIPOINT ((-71.826312 -36.146395),(-71.487841 -35.534572))",SAN CLEMENTE,PARRAL,74454.6560541742
"MULTIPOINT ((-71.760435 -36.052501),(-71.487841 -35.534572))",SAN CLEMENTE,RETIRO,62527.2874294374
"MULTIPOINT ((-71.802082 -36.092633),(-71.487841 -35.534572))",SAN CLEMENTE,COPIHUE,68121.9890984698
"MULTIPOINT ((-71.73204 -35.592498),(-71.487841 -35.534572))",SAN CLEMENTE,SAN JAVIER,23052.5782226379
"MULTIPOINT ((-71.699102 -35.561074),(-71.487841 -35.534572))",SAN CLEMENTE,BOBADILLA,19380.5682172325
"MULTIPOINT ((-71.744913 -35.674655),(-71.487841 -35.534572))",SAN CLEMENTE,VILLA ALEGRE,28002.9167403499
"MULTIPOINT ((-71.590064 -35.752269),(-71.487841 -35.534572))",SAN CLEMENTE,YERBAS BUENAS,25867.5167080951
"MULTIPOINT ((-71.661999 -35.432349),(-71.523429 -35.309681))",SAN RAFAEL,TALCA,18541.6582825923
"MULTIPOINT ((-71.596878 -35.366472),(-71.523429 -35.309681))",SAN RAFAEL,PANGUILEMO,9180.76991683903
"MULTIPOINT ((-71.564319 -35.447493),(-71.523429 -35.309681))",SAN RAFAEL,HUILQUILEMU,15734.8645826953
"MULTIPOINT ((-72.412391 -35.335426),(-71.523429 -35.309681))",SAN RAFAEL,CONSTITUCION,80882.1525974009
"MULTIPOINT ((-72.333641 -35.427048),(-71.523429 -35.309681))",SAN RAFAEL,SANTA OLGA,74772.1206762474
"MULTIPOINT ((-72.494926 -35.469452),(-71.523429 -35.309681))",SAN RAFAEL,LOS PELLINES,90025.7964085181
"MULTIPOINT ((-72.020157 -35.096149),(-71.523429 -35.309681))",SAN RAFAEL,CUREPTO,51061.2618722565
"MULTIPOINT ((-72.281394 -35.592119),(-71.523429 -35.309681))",SAN RAFAEL,EMPEDRADO,75610.4131547154
"MULTIPOINT ((-71.695315 -35.520942),(-71.523429 -35.309681))",SAN RAFAEL,MAULE,28162.1212415415
"MULTIPOINT ((-71.692287 -35.458094),(-71.523429 -35.309681))",SAN RAFAEL,CULENAR,22506.0052626155
"MULTIPOINT ((-71.702888 -35.449764),(-71.523429 -35.309681))",SAN RAFAEL,VILLA FRANCIA,22526.6333234958
"MULTIPOINT ((-71.688501 -35.498226),(-71.523429 -35.309681))",SAN RAFAEL,CHACARILLAS,25737.7484231508
"MULTIPOINT ((-71.523429 -35.309681),(-71.446951 -35.383887))",SAN RAFAEL,PELARCO,10775.4701402999
"MULTIPOINT ((-71.807382 -35.392217),(-71.523429 -35.309681))",SAN RAFAEL,PENCAHUE,27386.6442411126
"MULTIPOINT ((-71.523429 -35.309681),(-71.256893 -35.281664))",SAN RAFAEL,CUMPEO,24442.1832070139
"MULTIPOINT ((-71.523429 -35.309681),(-71.487841 -35.534572))",SAN RAFAEL,SAN CLEMENTE,25159.7316840797
"MULTIPOINT ((-72.320012 -35.966937),(-71.523429 -35.309681))",SAN RAFAEL,CAUQUENES,102583.045453383
"MULTIPOINT ((-72.534301 -35.737503),(-71.523429 -35.309681))",SAN RAFAEL,CHANCO,103246.335118172
"MULTIPOINT ((-72.576705 -35.815496),(-71.523429 -35.309681))",SAN RAFAEL,PELLUHUE,110758.383656738
"MULTIPOINT ((-72.708459 -35.937406),(-71.523429 -35.309681))",SAN RAFAEL,QUILICURA,127964.105516997
"MULTIPOINT ((-71.523429 -35.309681),(-71.240234 -34.978782))",SAN RAFAEL,CURICO,44874.1459573555
"MULTIPOINT ((-71.523429 -35.309681),(-71.197073 -34.940164))",SAN RAFAEL,SARMIENTO,50650.7022976132
"MULTIPOINT ((-71.523429 -35.309681),(-71.331099 -34.936378))",SAN RAFAEL,VILLA LOS NICHES,44972.9275891426
"MULTIPOINT ((-71.523429 -35.309681),(-71.10015 -34.96288))",SAN RAFAEL,SAN ALBERTO,54483.4614279284
"MULTIPOINT ((-71.803596 -34.974238),(-71.523429 -35.309681))",SAN RAFAEL,HUALA�E,45131.2124416323
"MULTIPOINT ((-71.984569 -34.984839),(-71.523429 -35.309681))",SAN RAFAEL,LICANTEN,55358.5347230121
"MULTIPOINT ((-72.186743 -34.946222),(-71.523429 -35.309681))",SAN RAFAEL,ILOCA,72671.3424554976
"MULTIPOINT ((-71.523429 -35.309681),(-71.283395 -35.115836))",SAN RAFAEL,MOLINA,30662.132259245
"MULTIPOINT ((-71.523429 -35.309681),(-71.358358 -35.137795))",SAN RAFAEL,ITAHUE UNO,24279.5363852033
"MULTIPOINT ((-71.523429 -35.309681),(-71.318226 -34.924263))",SAN RAFAEL,RAUCO,46671.9099394735
"MULTIPOINT ((-71.523429 -35.309681),(-71.133468 -34.961366))",SAN RAFAEL,ROMERAL,52501.1829865488
"MULTIPOINT ((-71.523429 -35.309681),(-71.332613 -35.004527))",SAN RAFAEL,SAGRADA  FAMILIA,38058.0770165543
"MULTIPOINT ((-71.606722 -35.090848),(-71.523429 -35.309681))",SAN RAFAEL,VILLA PRAT,25435.5555738369
"MULTIPOINT ((-71.523429 -35.309681),(-71.166785 -34.871258))",SAN RAFAEL,TENO,58510.2345715159
"MULTIPOINT ((-72.082248 -34.762977),(-71.523429 -35.309681))",SAN RAFAEL,LLICO,79238.2154169259
"MULTIPOINT ((-71.993655 -34.881859),(-71.523429 -35.309681))",SAN RAFAEL,LAGO VICHUQUEN,63961.8395142741
"MULTIPOINT ((-71.590821 -35.84957),(-71.523429 -35.309681))",SAN RAFAEL,LINARES,60211.986784525
"MULTIPOINT ((-71.523429 -35.309681),(-71.501471 -35.828368))",SAN RAFAEL,VARA GRUESA,57583.2729687255
"MULTIPOINT ((-71.684715 -35.848055),(-71.523429 -35.309681))",SAN RAFAEL,LAS OBRAS,61496.1308540355
"MULTIPOINT ((-71.523429 -35.309681),(-71.405305 -35.695857))",SAN RAFAEL,COLBUN,44166.1055045178
"MULTIPOINT ((-71.523429 -35.309681),(-71.417421 -35.760219))",SAN RAFAEL,PANIMAVIDA,50903.4662514055
"MULTIPOINT ((-71.683957 -35.966937),(-71.523429 -35.309681))",SAN RAFAEL,LONGAVI,74359.3610355998
"MULTIPOINT ((-71.826312 -36.146395),(-71.523429 -35.309681))",SAN RAFAEL,PARRAL,96796.2987327472
"MULTIPOINT ((-71.760435 -36.052501),(-71.523429 -35.309681))",SAN RAFAEL,RETIRO,85164.8951473056
"MULTIPOINT ((-71.802082 -36.092633),(-71.523429 -35.309681))",SAN RAFAEL,COPIHUE,90457.5983296223
"MULTIPOINT ((-71.73204 -35.592498),(-71.523429 -35.309681))",SAN RAFAEL,SAN JAVIER,36650.5402557191
"MULTIPOINT ((-71.699102 -35.561074),(-71.523429 -35.309681))",SAN RAFAEL,BOBADILLA,32130.8972595617
"MULTIPOINT ((-71.744913 -35.674655),(-71.523429 -35.309681))",SAN RAFAEL,VILLA ALEGRE,45206.5254125722
"MULTIPOINT ((-71.590064 -35.752269),(-71.523429 -35.309681))",SAN RAFAEL,YERBAS BUENAS,49475.7684776393
"MULTIPOINT ((-72.320012 -35.966937),(-71.661999 -35.432349))",CAUQUENES,TALCA,84051.6544854611
"MULTIPOINT ((-72.320012 -35.966937),(-71.596878 -35.366472))",CAUQUENES,PANGUILEMO,93409.5602150226
"MULTIPOINT ((-72.320012 -35.966937),(-71.564319 -35.447493))",CAUQUENES,HUILQUILEMU,89433.6580097449
"MULTIPOINT ((-72.412391 -35.335426),(-72.320012 -35.966937))",CAUQUENES,CONSTITUCION,70565.3923644043
"MULTIPOINT ((-72.333641 -35.427048),(-72.320012 -35.966937))",CAUQUENES,SANTA OLGA,59915.2170980131
"MULTIPOINT ((-72.494926 -35.469452),(-72.320012 -35.966937))",CAUQUENES,LOS PELLINES,57421.9983007698
"MULTIPOINT ((-72.320012 -35.966937),(-72.020157 -35.096149))",CAUQUENES,CUREPTO,100368.532421699
"MULTIPOINT ((-72.320012 -35.966937),(-72.281394 -35.592119))",CAUQUENES,EMPEDRADO,41734.2154899712
"MULTIPOINT ((-72.320012 -35.966937),(-71.695315 -35.520942))",CAUQUENES,MAULE,75111.2697423639
"MULTIPOINT ((-72.320012 -35.966937),(-71.692287 -35.458094))",CAUQUENES,CULENAR,80087.3807103821
"MULTIPOINT ((-72.320012 -35.966937),(-71.702888 -35.449764))",CAUQUENES,VILLA FRANCIA,80071.6307196184
"MULTIPOINT ((-72.320012 -35.966937),(-71.688501 -35.498226))",CAUQUENES,CHACARILLAS,77255.7463137308
"MULTIPOINT ((-72.320012 -35.966937),(-71.446951 -35.383887))",CAUQUENES,PELARCO,102137.366214301
"MULTIPOINT ((-72.320012 -35.966937),(-71.807382 -35.392217))",CAUQUENES,PENCAHUE,78865.5184043396
"MULTIPOINT ((-72.320012 -35.966937),(-71.256893 -35.281664))",CAUQUENES,CUMPEO,122701.510177866
"MULTIPOINT ((-72.320012 -35.966937),(-71.487841 -35.534572))",CAUQUENES,SAN CLEMENTE,89254.7298938037
"MULTIPOINT ((-72.320012 -35.966937),(-71.523429 -35.309681))",CAUQUENES,SAN RAFAEL,102583.045453383
"MULTIPOINT ((-72.534301 -35.737503),(-72.320012 -35.966937))",CAUQUENES,CHANCO,31980.6293259648
