WKT,InputID,TargetID,Distance
"MULTIPOINT ((-72.333641 -35.427048),(-71.331099 -34.936378))",VILLA LOS NICHES,SANTA OLGA,106311.087676874
"MULTIPOINT ((-72.494926 -35.469452),(-71.331099 -34.936378))",VILLA LOS NICHES,LOS PELLINES,121364.310746976
"MULTIPOINT ((-72.020157 -35.096149),(-71.331099 -34.936378))",VILLA LOS NICHES,CUREPTO,65340.3408027862
"MULTIPOINT ((-72.281394 -35.592119),(-71.331099 -34.936378))",VILLA LOS NICHES,EMPEDRADO,113003.217615829
"MULTIPOINT ((-71.695315 -35.520942),(-71.331099 -34.936378))",VILLA LOS NICHES,MAULE,72837.9592564278
"MULTIPOINT ((-71.692287 -35.458094),(-71.331099 -34.936378))",VILLA LOS NICHES,CULENAR,66574.5706367917
"MULTIPOINT ((-71.702888 -35.449764),(-71.331099 -34.936378))",VILLA LOS NICHES,VILLA FRANCIA,66261.5904775864
"MULTIPOINT ((-71.688501 -35.498226),(-71.331099 -34.936378))",VILLA LOS NICHES,CHACARILLAS,70316.1427755561
"MULTIPOINT ((-71.446951 -35.383887),(-71.331099 -34.936378))",VILLA LOS NICHES,PELARCO,50757.8377420808
"MULTIPOINT ((-71.807382 -35.392217),(-71.331099 -34.936378))",VILLA LOS NICHES,PENCAHUE,66636.3206570259
"MULTIPOINT ((-71.331099 -34.936378),(-71.256893 -35.281664))",VILLA LOS NICHES,CUMPEO,38899.6991732004
"MULTIPOINT ((-71.487841 -35.534572),(-71.331099 -34.936378))",VILLA LOS NICHES,SAN CLEMENTE,67882.846960705
"MULTIPOINT ((-71.523429 -35.309681),(-71.331099 -34.936378))",VILLA LOS NICHES,SAN RAFAEL,44972.9275891424
"MULTIPOINT ((-72.320012 -35.966937),(-71.331099 -34.936378))",VILLA LOS NICHES,CAUQUENES,145371.320121249
"MULTIPOINT ((-72.534301 -35.737503),(-71.331099 -34.936378))",VILLA LOS NICHES,CHANCO,140942.193913863
"MULTIPOINT ((-72.576705 -35.815496),(-71.331099 -34.936378))",VILLA LOS NICHES,PELLUHUE,149411.038256329
"MULTIPOINT ((-72.708459 -35.937406),(-71.331099 -34.936378))",VILLA LOS NICHES,QUILICURA,167256.802866293
"MULTIPOINT ((-71.331099 -34.936378),(-71.240234 -34.978782))",VILLA LOS NICHES,CURICO,9539.74317156853
"MULTIPOINT ((-71.331099 -34.936378),(-71.197073 -34.940164))",VILLA LOS NICHES,SARMIENTO,12251.3704183306
"MULTIPOINT ((-71.331099 -34.936378),(-71.10015 -34.96288))",VILLA LOS NICHES,SAN ALBERTO,21299.7149573092
"MULTIPOINT ((-71.803596 -34.974238),(-71.331099 -34.936378))",VILLA LOS NICHES,HUALA�E,43360.6903393804
"MULTIPOINT ((-71.984569 -34.984839),(-71.331099 -34.936378))",VILLA LOS NICHES,LICANTEN,59924.2034164553
"MULTIPOINT ((-72.186743 -34.946222),(-71.331099 -34.936378))",VILLA LOS NICHES,ILOCA,78173.3052097644
"MULTIPOINT ((-71.331099 -34.936378),(-71.283395 -35.115836))",VILLA LOS NICHES,MOLINA,20379.6688648992
"MULTIPOINT ((-71.358358 -35.137795),(-71.331099 -34.936378))",VILLA LOS NICHES,ITAHUE UNO,22483.4603864245
"MULTIPOINT ((-71.331099 -34.936378),(-71.318226 -34.924263))",VILLA LOS NICHES,RAUCO,1785.98419130831
"MULTIPOINT ((-71.331099 -34.936378),(-71.133468 -34.961366))",VILLA LOS NICHES,ROMERAL,18264.1904411467
"MULTIPOINT ((-71.332613 -35.004527),(-71.331099 -34.936378))",VILLA LOS NICHES,SAGRADA  FAMILIA,7561.71644224292
"MULTIPOINT ((-71.606722 -35.090848),(-71.331099 -34.936378))",VILLA LOS NICHES,VILLA PRAT,30439.2611698418
"MULTIPOINT ((-71.331099 -34.936378),(-71.166785 -34.871258))",VILLA LOS NICHES,TENO,16664.7794385774
"MULTIPOINT ((-72.082248 -34.762977),(-71.331099 -34.936378))",VILLA LOS NICHES,LLICO,71338.5348800356
"MULTIPOINT ((-71.993655 -34.881859),(-71.331099 -34.936378))",VILLA LOS NICHES,LAGO VICHUQUEN,60851.5335352045
"MULTIPOINT ((-71.590821 -35.84957),(-71.331099 -34.936378))",VILLA LOS NICHES,LINARES,104027.811562324
"MULTIPOINT ((-71.501471 -35.828368),(-71.331099 -34.936378))",VILLA LOS NICHES,VARA GRUESA,100167.504778754
"MULTIPOINT ((-71.684715 -35.848055),(-71.331099 -34.936378))",VILLA LOS NICHES,LAS OBRAS,106127.574670841
"MULTIPOINT ((-71.405305 -35.695857),(-71.331099 -34.936378))",VILLA LOS NICHES,COLBUN,84531.2057939758
"MULTIPOINT ((-71.417421 -35.760219),(-71.331099 -34.936378))",VILLA LOS NICHES,PANIMAVIDA,91738.8374514267
"MULTIPOINT ((-71.683957 -35.966937),(-71.331099 -34.936378))",VILLA LOS NICHES,LONGAVI,118741.658754622
"MULTIPOINT ((-71.826312 -36.146395),(-71.331099 -34.936378))",VILLA LOS NICHES,PARRAL,141562.995354849
"MULTIPOINT ((-71.760435 -36.052501),(-71.331099 -34.936378))",VILLA LOS NICHES,RETIRO,129815.95562665
"MULTIPOINT ((-71.802082 -36.092633),(-71.331099 -34.936378))",VILLA LOS NICHES,COPIHUE,135213.323237278
"MULTIPOINT ((-71.73204 -35.592498),(-71.331099 -34.936378))",VILLA LOS NICHES,SAN JAVIER,81424.0076342208
"MULTIPOINT ((-71.699102 -35.561074),(-71.331099 -34.936378))",VILLA LOS NICHES,BOBADILLA,76975.1029930309
"MULTIPOINT ((-71.744913 -35.674655),(-71.331099 -34.936378))",VILLA LOS NICHES,VILLA ALEGRE,90141.3183010804
"MULTIPOINT ((-71.590064 -35.752269),(-71.331099 -34.936378))",VILLA LOS NICHES,YERBAS BUENAS,93531.4328753804
"MULTIPOINT ((-71.661999 -35.432349),(-71.10015 -34.96288))",SAN ALBERTO,TALCA,73012.3646653761
"MULTIPOINT ((-71.596878 -35.366472),(-71.10015 -34.96288))",SAN ALBERTO,PANGUILEMO,63661.7375877628
"MULTIPOINT ((-71.564319 -35.447493),(-71.10015 -34.96288))",SAN ALBERTO,HUILQUILEMU,68389.763863013
"MULTIPOINT ((-72.412391 -35.335426),(-71.10015 -34.96288))",SAN ALBERTO,CONSTITUCION,126514.712243935
"MULTIPOINT ((-72.333641 -35.427048),(-71.10015 -34.96288))",SAN ALBERTO,SANTA OLGA,123575.160144067
"MULTIPOINT ((-72.494926 -35.469452),(-71.10015 -34.96288))",SAN ALBERTO,LOS PELLINES,138869.474007642
"MULTIPOINT ((-72.020157 -35.096149),(-71.10015 -34.96288))",SAN ALBERTO,CUREPTO,85247.1665383585
"MULTIPOINT ((-72.281394 -35.592119),(-71.10015 -34.96288))",SAN ALBERTO,EMPEDRADO,128150.805677445
"MULTIPOINT ((-71.695315 -35.520942),(-71.10015 -34.96288))",SAN ALBERTO,MAULE,82266.7190518876
"MULTIPOINT ((-71.692287 -35.458094),(-71.10015 -34.96288))",SAN ALBERTO,CULENAR,76976.9765403075
"MULTIPOINT ((-71.702888 -35.449764),(-71.10015 -34.96288))",SAN ALBERTO,VILLA FRANCIA,77007.0160150114
"MULTIPOINT ((-71.688501 -35.498226),(-71.10015 -34.96288))",SAN ALBERTO,CHACARILLAS,79975.4473452122
"MULTIPOINT ((-71.446951 -35.383887),(-71.10015 -34.96288))",SAN ALBERTO,PELARCO,56388.673524209
"MULTIPOINT ((-71.807382 -35.392217),(-71.10015 -34.96288))",SAN ALBERTO,PENCAHUE,80118.5526635561
"MULTIPOINT ((-71.256893 -35.281664),(-71.10015 -34.96288))",SAN ALBERTO,CUMPEO,38143.6815499166
"MULTIPOINT ((-71.487841 -35.534572),(-71.10015 -34.96288))",SAN ALBERTO,SAN CLEMENTE,72580.0240529541
"MULTIPOINT ((-71.523429 -35.309681),(-71.10015 -34.96288))",SAN ALBERTO,SAN RAFAEL,54483.4614279281
"MULTIPOINT ((-72.320012 -35.966937),(-71.10015 -34.96288))",SAN ALBERTO,CAUQUENES,157063.582736053
"MULTIPOINT ((-72.534301 -35.737503),(-71.10015 -34.96288))",SAN ALBERTO,CHANCO,156137.872831719
"MULTIPOINT ((-72.576705 -35.815496),(-71.10015 -34.96288))",SAN ALBERTO,PELLUHUE,164145.059386656
"MULTIPOINT ((-72.708459 -35.937406),(-71.10015 -34.96288))",SAN ALBERTO,QUILICURA,181680.848299372
"MULTIPOINT ((-71.240234 -34.978782),(-71.10015 -34.96288))",SAN ALBERTO,CURICO,12913.61894857
"MULTIPOINT ((-71.197073 -34.940164),(-71.10015 -34.96288))",SAN ALBERTO,SARMIENTO,9204.83486921482
"MULTIPOINT ((-71.331099 -34.936378),(-71.10015 -34.96288))",SAN ALBERTO,VILLA LOS NICHES,21299.7149573092
"MULTIPOINT ((-71.803596 -34.974238),(-71.10015 -34.96288))",SAN ALBERTO,HUALA�E,64253.0751411336
"MULTIPOINT ((-71.984569 -34.984839),(-71.10015 -34.96288))",SAN ALBERTO,LICANTEN,80799.1285007156
"MULTIPOINT ((-72.186743 -34.946222),(-71.10015 -34.96288))",SAN ALBERTO,ILOCA,99264.6165934923
"MULTIPOINT ((-71.283395 -35.115836),(-71.10015 -34.96288))",SAN ALBERTO,MOLINA,23822.5191436656
"MULTIPOINT ((-71.358358 -35.137795),(-71.10015 -34.96288))",SAN ALBERTO,ITAHUE UNO,30520.3647558616
"MULTIPOINT ((-71.318226 -34.924263),(-71.10015 -34.96288))",SAN ALBERTO,RAUCO,20376.8638528716
"MULTIPOINT ((-71.133468 -34.961366),(-71.10015 -34.96288))",SAN ALBERTO,ROMERAL,3047.57217274261
"MULTIPOINT ((-71.332613 -35.004527),(-71.10015 -34.96288))",SAN ALBERTO,SAGRADA  FAMILIA,21722.3791004383
"MULTIPOINT ((-71.606722 -35.090848),(-71.10015 -34.96288))",SAN ALBERTO,VILLA PRAT,48359.6697599919
"MULTIPOINT ((-71.166785 -34.871258),(-71.10015 -34.96288))",SAN ALBERTO,TENO,11848.7784352167
"MULTIPOINT ((-72.082248 -34.762977),(-71.10015 -34.96288))",SAN ALBERTO,LLICO,92500.4811700473
"MULTIPOINT ((-71.993655 -34.881859),(-71.10015 -34.96288))",SAN ALBERTO,LAGO VICHUQUEN,82136.4015763452
"MULTIPOINT ((-71.590821 -35.84957),(-71.10015 -34.96288))",SAN ALBERTO,LINARES,108001.466736145
"MULTIPOINT ((-71.501471 -35.828368),(-71.10015 -34.96288))",SAN ALBERTO,VARA GRUESA,102712.1309592
"MULTIPOINT ((-71.684715 -35.848055),(-71.10015 -34.96288))",SAN ALBERTO,LAS OBRAS,111643.536097005
"MULTIPOINT ((-71.405305 -35.695857),(-71.10015 -34.96288))",SAN ALBERTO,COLBUN,85923.880438125
"MULTIPOINT ((-71.417421 -35.760219),(-71.10015 -34.96288))",SAN ALBERTO,PANIMAVIDA,93043.2741922445
"MULTIPOINT ((-71.683957 -35.966937),(-71.10015 -34.96288))",SAN ALBERTO,LONGAVI,123360.037168416
"MULTIPOINT ((-71.826312 -36.146395),(-71.10015 -34.96288))",SAN ALBERTO,PARRAL,146891.999912567
"MULTIPOINT ((-71.760435 -36.052501),(-71.10015 -34.96288))",SAN ALBERTO,RETIRO,134918.906439977
"MULTIPOINT ((-71.802082 -36.092633),(-71.10015 -34.96288))",SAN ALBERTO,COPIHUE,140586.173818742
"MULTIPOINT ((-71.73204 -35.592498),(-71.10015 -34.96288))",SAN ALBERTO,SAN JAVIER,90467.3018196671
"MULTIPOINT ((-71.699102 -35.561074),(-71.10015 -34.96288))",SAN ALBERTO,BOBADILLA,85877.7896480795
"MULTIPOINT ((-71.744913 -35.674655),(-71.10015 -34.96288))",SAN ALBERTO,VILLA ALEGRE,98353.6843177762
"MULTIPOINT ((-71.590064 -35.752269),(-71.10015 -34.96288))",SAN ALBERTO,YERBAS BUENAS,98249.6268729197
"MULTIPOINT ((-71.803596 -34.974238),(-71.661999 -35.432349))",HUALA�E,TALCA,52434.8735670428
"MULTIPOINT ((-71.803596 -34.974238),(-71.596878 -35.366472))",HUALA�E,PANGUILEMO,47415.8477641238
"MULTIPOINT ((-71.803596 -34.974238),(-71.564319 -35.447493))",HUALA�E,HUILQUILEMU,56845.7708393109
"MULTIPOINT ((-72.412391 -35.335426),(-71.803596 -34.974238))",HUALA�E,CONSTITUCION,68430.2879535818
"MULTIPOINT ((-72.333641 -35.427048),(-71.803596 -34.974238))",HUALA�E,SANTA OLGA,69667.2679741027
"MULTIPOINT ((-72.494926 -35.469452),(-71.803596 -34.974238))",HUALA�E,LOS PELLINES,83545.4799353643
"MULTIPOINT ((-72.020157 -35.096149),(-71.803596 -34.974238))",HUALA�E,CUREPTO,23946.2017379039
"MULTIPOINT ((-72.281394 -35.592119),(-71.803596 -34.974238))",HUALA�E,EMPEDRADO,81169.9834130057
"MULTIPOINT ((-71.803596 -34.974238),(-71.695315 -35.520942))",HUALA�E,MAULE,61449.5080419346
"MULTIPOINT ((-71.803596 -34.974238),(-71.692287 -35.458094))",HUALA�E,CULENAR,54629.4223458967
"MULTIPOINT ((-71.803596 -34.974238),(-71.702888 -35.449764))",HUALA�E,VILLA FRANCIA,53547.9257878046
"MULTIPOINT ((-71.803596 -34.974238),(-71.688501 -35.498226))",HUALA�E,CHACARILLAS,59070.25068755
"MULTIPOINT ((-71.803596 -34.974238),(-71.446951 -35.383887))",HUALA�E,PELARCO,55864.812558244
"MULTIPOINT ((-71.807382 -35.392217),(-71.803596 -34.974238))",HUALA�E,PENCAHUE,46373.5172935442
"MULTIPOINT ((-71.803596 -34.974238),(-71.256893 -35.281664))",HUALA�E,CUMPEO,60384.169209648
"MULTIPOINT ((-71.803596 -34.974238),(-71.487841 -35.534572))",HUALA�E,SAN CLEMENTE,68486.1643593346
"MULTIPOINT ((-71.803596 -34.974238),(-71.523429 -35.309681))",HUALA�E,SAN RAFAEL,45131.2124416322
"MULTIPOINT ((-72.320012 -35.966937),(-71.803596 -34.974238))",HUALA�E,CAUQUENES,119697.136178253
"MULTIPOINT ((-72.534301 -35.737503),(-71.803596 -34.974238))",HUALA�E,CHANCO,107618.628454324
"MULTIPOINT ((-72.576705 -35.815496),(-71.803596 -34.974238))",HUALA�E,PELLUHUE,116808.679677944
"MULTIPOINT ((-72.708459 -35.937406),(-71.803596 -34.974238))",HUALA�E,QUILICURA,134783.337649591
"MULTIPOINT ((-71.803596 -34.974238),(-71.240234 -34.978782))",HUALA�E,CURICO,51445.3803486246
"MULTIPOINT ((-71.803596 -34.974238),(-71.197073 -34.940164))",HUALA�E,SARMIENTO,55525.9265154478
"MULTIPOINT ((-71.803596 -34.974238),(-71.331099 -34.936378))",HUALA�E,VILLA LOS NICHES,43360.6903393804
"MULTIPOINT ((-71.803596 -34.974238),(-71.10015 -34.96288))",HUALA�E,SAN ALBERTO,64253.0751411336
"MULTIPOINT ((-71.984569 -34.984839),(-71.803596 -34.974238))",HUALA�E,LICANTEN,16566.6011779236
"MULTIPOINT ((-72.186743 -34.946222),(-71.803596 -34.974238))",HUALA�E,ILOCA,35131.4377576958
"MULTIPOINT ((-71.803596 -34.974238),(-71.283395 -35.115836))",HUALA�E,MOLINA,49994.2413393492
"MULTIPOINT ((-71.803596 -34.974238),(-71.358358 -35.137795))",HUALA�E,ITAHUE UNO,44486.0198932103
"MULTIPOINT ((-71.803596 -34.974238),(-71.318226 -34.924263))",HUALA�E,RAUCO,44681.1389777103
"MULTIPOINT ((-71.803596 -34.974238),(-71.133468 -34.961366))",HUALA�E,ROMERAL,61215.2557942205
"MULTIPOINT ((-71.803596 -34.974238),(-71.332613 -35.004527))",HUALA�E,SAGRADA  FAMILIA,43131.781805395
"MULTIPOINT ((-71.803596 -34.974238),(-71.606722 -35.090848))",HUALA�E,VILLA PRAT,22138.3891313975
"MULTIPOINT ((-71.803596 -34.974238),(-71.166785 -34.871258))",HUALA�E,TENO,59298.7085950767
"MULTIPOINT ((-72.082248 -34.762977),(-71.803596 -34.974238))",HUALA�E,LLICO,34618.2970324272
"MULTIPOINT ((-71.993655 -34.881859),(-71.803596 -34.974238))",HUALA�E,LAGO VICHUQUEN,20163.9454522065
"MULTIPOINT ((-71.803596 -34.974238),(-71.590821 -35.84957))",HUALA�E,LINARES,99020.6184006639
"MULTIPOINT ((-71.803596 -34.974238),(-71.501471 -35.828368))",HUALA�E,VARA GRUESA,98658.0382138536
"MULTIPOINT ((-71.803596 -34.974238),(-71.684715 -35.848055))",HUALA�E,LAS OBRAS,97547.7992450518
"MULTIPOINT ((-71.803596 -34.974238),(-71.405305 -35.695857))",HUALA�E,COLBUN,87868.9721664629
"MULTIPOINT ((-71.803596 -34.974238),(-71.417421 -35.760219))",HUALA�E,PANIMAVIDA,93999.36913889
"MULTIPOINT ((-71.803596 -34.974238),(-71.683957 -35.966937))",HUALA�E,LONGAVI,110673.144522133
"MULTIPOINT ((-71.826312 -36.146395),(-71.803596 -34.974238))",HUALA�E,PARRAL,130068.159498525
"MULTIPOINT ((-71.803596 -34.974238),(-71.760435 -36.052501))",HUALA�E,RETIRO,119697.345571114
"MULTIPOINT ((-71.803596 -34.974238),(-71.802082 -36.092633))",HUALA�E,COPIHUE,124086.434348335
"MULTIPOINT ((-71.803596 -34.974238),(-71.73204 -35.592498))",HUALA�E,SAN JAVIER,68901.5223836716
"MULTIPOINT ((-71.803596 -34.974238),(-71.699102 -35.561074))",HUALA�E,BOBADILLA,65797.3735289587
"MULTIPOINT ((-71.803596 -34.974238),(-71.744913 -35.674655))",HUALA�E,VILLA ALEGRE,77891.8072748693
"MULTIPOINT ((-71.803596 -34.974238),(-71.590064 -35.752269))",HUALA�E,YERBAS BUENAS,88474.8837808802
"MULTIPOINT ((-71.984569 -34.984839),(-71.661999 -35.432349))",LICANTEN,TALCA,57686.1609486982
"MULTIPOINT ((-71.984569 -34.984839),(-71.596878 -35.366472))",LICANTEN,PANGUILEMO,55134.8591910019
"MULTIPOINT ((-71.984569 -34.984839),(-71.564319 -35.447493))",LICANTEN,HUILQUILEMU,64020.8629435985
"MULTIPOINT ((-72.412391 -35.335426),(-71.984569 -34.984839))",LICANTEN,CONSTITUCION,55065.2793355813
"MULTIPOINT ((-72.333641 -35.427048),(-71.984569 -34.984839))",LICANTEN,SANTA OLGA,58457.5405344195
"MULTIPOINT ((-72.494926 -35.469452),(-71.984569 -34.984839))",LICANTEN,LOS PELLINES,71058.0009330677
"MULTIPOINT ((-72.020157 -35.096149),(-71.984569 -34.984839))",LICANTEN,CUREPTO,12768.6662995542
"MULTIPOINT ((-72.281394 -35.592119),(-71.984569 -34.984839))",LICANTEN,EMPEDRADO,72584.1864949469
"MULTIPOINT ((-71.984569 -34.984839),(-71.695315 -35.520942))",LICANTEN,MAULE,65042.8954898926
"MULTIPOINT ((-71.984569 -34.984839),(-71.692287 -35.458094))",LICANTEN,CULENAR,58863.0346370526
"MULTIPOINT ((-71.984569 -34.984839),(-71.702888 -35.449764))",LICANTEN,VILLA FRANCIA,57604.6525345236
"MULTIPOINT ((-71.984569 -34.984839),(-71.688501 -35.498226))",LICANTEN,CHACARILLAS,63010.7614852532
"MULTIPOINT ((-71.984569 -34.984839),(-71.446951 -35.383887))",LICANTEN,PELARCO,66013.8247866926
"MULTIPOINT ((-71.984569 -34.984839),(-71.807382 -35.392217))",LICANTEN,PENCAHUE,47990.8469045062
"MULTIPOINT ((-71.984569 -34.984839),(-71.256893 -35.281664))",LICANTEN,CUMPEO,74045.7434289006
"MULTIPOINT ((-71.984569 -34.984839),(-71.487841 -35.534572))",LICANTEN,SAN CLEMENTE,75914.1912714176
"MULTIPOINT ((-71.984569 -34.984839),(-71.523429 -35.309681))",LICANTEN,SAN RAFAEL,55358.534723012
"MULTIPOINT ((-72.320012 -35.966937),(-71.984569 -34.984839))",LICANTEN,CAUQUENES,113135.828532277
"MULTIPOINT ((-72.534301 -35.737503),(-71.984569 -34.984839))",LICANTEN,CHANCO,97310.8631553825
"MULTIPOINT ((-72.576705 -35.815496),(-71.984569 -34.984839))",LICANTEN,PELLUHUE,106708.435663563
"MULTIPOINT ((-72.708459 -35.937406),(-71.984569 -34.984839))",LICANTEN,QUILICURA,124447.236153078
"MULTIPOINT ((-71.984569 -34.984839),(-71.240234 -34.978782))",LICANTEN,CURICO,67967.1775134818
"MULTIPOINT ((-71.984569 -34.984839),(-71.197073 -34.940164))",LICANTEN,SARMIENTO,72092.2276865594
"MULTIPOINT ((-71.984569 -34.984839),(-71.331099 -34.936378))",LICANTEN,VILLA LOS NICHES,59924.2034164553
"MULTIPOINT ((-71.984569 -34.984839),(-71.10015 -34.96288))",LICANTEN,SAN ALBERTO,80799.1285007156
"MULTIPOINT ((-71.984569 -34.984839),(-71.803596 -34.974238))",LICANTEN,HUALA�E,16566.6011779236
"MULTIPOINT ((-72.186743 -34.946222),(-71.984569 -34.984839))",LICANTEN,ILOCA,18954.3395814527
"MULTIPOINT ((-71.984569 -34.984839),(-71.283395 -35.115836))",LICANTEN,MOLINA,65599.5826166292
"MULTIPOINT ((-71.984569 -34.984839),(-71.358358 -35.137795))",LICANTEN,ITAHUE UNO,59590.0402007757
"MULTIPOINT ((-71.984569 -34.984839),(-71.318226 -34.924263))",LICANTEN,RAUCO,61232.6214902241
"MULTIPOINT ((-71.984569 -34.984839),(-71.133468 -34.961366))",LICANTEN,ROMERAL,77764.2462658126
"MULTIPOINT ((-71.984569 -34.984839),(-71.332613 -35.004527))",LICANTEN,SAGRADA  FAMILIA,59559.6765164079
"MULTIPOINT ((-71.984569 -34.984839),(-71.606722 -35.090848))",LICANTEN,VILLA PRAT,36427.7651678597
"MULTIPOINT ((-71.984569 -34.984839),(-71.166785 -34.871258))",LICANTEN,TENO,75774.0871235935
"MULTIPOINT ((-72.082248 -34.762977),(-71.984569 -34.984839))",LICANTEN,LLICO,26183.092701279
"MULTIPOINT ((-71.993655 -34.881859),(-71.984569 -34.984839))",LICANTEN,LAGO VICHUQUEN,11454.6535002247
"MULTIPOINT ((-71.984569 -34.984839),(-71.590821 -35.84957))",LICANTEN,LINARES,102388.248364971
"MULTIPOINT ((-71.984569 -34.984839),(-71.501471 -35.828368))",LICANTEN,VARA GRUESA,103364.504117026
"MULTIPOINT ((-71.984569 -34.984839),(-71.684715 -35.848055))",LICANTEN,LAS OBRAS,99568.9204063014
"MULTIPOINT ((-71.984569 -34.984839),(-71.405305 -35.695857))",LICANTEN,COLBUN,94846.4958834976
"MULTIPOINT ((-71.984569 -34.984839),(-71.417421 -35.760219))",LICANTEN,PANIMAVIDA,100282.679598188
"MULTIPOINT ((-71.984569 -34.984839),(-71.683957 -35.966937))",LICANTEN,LONGAVI,112326.51942685
"MULTIPOINT ((-71.984569 -34.984839),(-71.826312 -36.146395))",LICANTEN,PARRAL,129671.820866648
"MULTIPOINT ((-71.984569 -34.984839),(-71.760435 -36.052501))",LICANTEN,RETIRO,120189.12401697
"MULTIPOINT ((-71.984569 -34.984839),(-71.802082 -36.092633))",LICANTEN,COPIHUE,124019.290293968
"MULTIPOINT ((-71.984569 -34.984839),(-71.73204 -35.592498))",LICANTEN,SAN JAVIER,71223.3889793285
"MULTIPOINT ((-71.984569 -34.984839),(-71.699102 -35.561074))",LICANTEN,BOBADILLA,69005.1901553349
"MULTIPOINT ((-71.984569 -34.984839),(-71.744913 -35.674655))",LICANTEN,VILLA ALEGRE,79574.0957179463
"MULTIPOINT ((-71.984569 -34.984839),(-71.590064 -35.752269))",LICANTEN,YERBAS BUENAS,92384.1403073556
"MULTIPOINT ((-72.186743 -34.946222),(-71.661999 -35.432349))",ILOCA,TALCA,72061.2665943248
"MULTIPOINT ((-72.186743 -34.946222),(-71.596878 -35.366472))",ILOCA,PANGUILEMO,71149.7551451185
"MULTIPOINT ((-72.186743 -34.946222),(-71.564319 -35.447493))",ILOCA,HUILQUILEMU,79408.9308343991
"MULTIPOINT ((-72.412391 -35.335426),(-72.186743 -34.946222))",ILOCA,CONSTITUCION,47826.0391654055
"MULTIPOINT ((-72.333641 -35.427048),(-72.186743 -34.946222))",ILOCA,SANTA OLGA,54997.0223645644
"MULTIPOINT ((-72.494926 -35.469452),(-72.186743 -34.946222))",ILOCA,LOS PELLINES,64476.3988319147
"MULTIPOINT ((-72.186743 -34.946222),(-72.020157 -35.096149))",ILOCA,CUREPTO,22534.4518146217
"MULTIPOINT ((-72.281394 -35.592119),(-72.186743 -34.946222))",ILOCA,EMPEDRADO,72175.0156945355
"MULTIPOINT ((-72.186743 -34.946222),(-71.695315 -35.520942))",ILOCA,MAULE,77888.8976630711
"MULTIPOINT ((-72.186743 -34.946222),(-71.692287 -35.458094))",ILOCA,CULENAR,72473.3485298164
"MULTIPOINT ((-72.186743 -34.946222),(-71.702888 -35.449764))",ILOCA,VILLA FRANCIA,71151.0341901032
"MULTIPOINT ((-72.186743 -34.946222),(-71.688501 -35.498226))",ILOCA,CHACARILLAS,76210.7682123928
"MULTIPOINT ((-72.186743 -34.946222),(-71.446951 -35.383887))",ILOCA,PELARCO,83067.2115701121
"MULTIPOINT ((-72.186743 -34.946222),(-71.807382 -35.392217))",ILOCA,PENCAHUE,60354.459108854
"MULTIPOINT ((-72.186743 -34.946222),(-71.256893 -35.281664))",ILOCA,CUMPEO,92575.3445201866
"MULTIPOINT ((-72.186743 -34.946222),(-71.487841 -35.534572))",ILOCA,SAN CLEMENTE,91145.1309619027
"MULTIPOINT ((-72.186743 -34.946222),(-71.523429 -35.309681))",ILOCA,SAN RAFAEL,72671.3424554977
"MULTIPOINT ((-72.320012 -35.966937),(-72.186743 -34.946222))",ILOCA,CAUQUENES,113891.595951757
"MULTIPOINT ((-72.534301 -35.737503),(-72.186743 -34.946222))",ILOCA,CHANCO,93302.3972376945
"MULTIPOINT ((-72.576705 -35.815496),(-72.186743 -34.946222))",ILOCA,PELLUHUE,102746.593984906
"MULTIPOINT ((-72.708459 -35.937406),(-72.186743 -34.946222))",ILOCA,QUILICURA,119738.09314839
"MULTIPOINT ((-72.186743 -34.946222),(-71.240234 -34.978782))",ILOCA,CURICO,86519.5855527315
"MULTIPOINT ((-72.186743 -34.946222),(-71.197073 -34.940164))",ILOCA,SARMIENTO,90409.6858649297
"MULTIPOINT ((-72.186743 -34.946222),(-71.331099 -34.936378))",ILOCA,VILLA LOS NICHES,78173.3052097644
"MULTIPOINT ((-72.186743 -34.946222),(-71.10015 -34.96288))",ILOCA,SAN ALBERTO,99264.6165934923
"MULTIPOINT ((-72.186743 -34.946222),(-71.803596 -34.974238))",ILOCA,HUALA�E,35131.4377576957
"MULTIPOINT ((-72.186743 -34.946222),(-71.984569 -34.984839))",ILOCA,LICANTEN,18954.3395814527
"MULTIPOINT ((-72.186743 -34.946222),(-71.283395 -35.115836))",ILOCA,MOLINA,84553.9221520191
"MULTIPOINT ((-72.186743 -34.946222),(-71.358358 -35.137795))",ILOCA,ITAHUE UNO,78514.0869551537
"MULTIPOINT ((-72.186743 -34.946222),(-71.318226 -34.924263))",ILOCA,RAUCO,79384.8777270412
"MULTIPOINT ((-72.186743 -34.946222),(-71.133468 -34.961366))",ILOCA,ROMERAL,96219.7894274557
"MULTIPOINT ((-72.186743 -34.946222),(-71.332613 -35.004527))",ILOCA,SAGRADA  FAMILIA,78262.8319834733
"MULTIPOINT ((-72.186743 -34.946222),(-71.606722 -35.090848))",ILOCA,VILLA PRAT,55315.1559777656
"MULTIPOINT ((-72.186743 -34.946222),(-71.166785 -34.871258))",ILOCA,TENO,93583.1963569978
"MULTIPOINT ((-72.186743 -34.946222),(-72.082248 -34.762977))",ILOCA,LLICO,22462.8092176384
"MULTIPOINT ((-72.186743 -34.946222),(-71.993655 -34.881859))",ILOCA,LAGO VICHUQUEN,19035.0449732764
